lat_grid,lon_grid,hour,day_of_week,count_trips
51.092,71.409,1,6,10
51.092,71.409,2,0,10
51.092,71.409,2,1,7
51.092,71.409,2,2,11
51.092,71.409,2,3,17
51.092,71.409,2,4,13
51.092,71.409,2,5,17
51.092,71.409,2,6,17
51.092,71.409,3,0,16
51.092,71.409,3,1,10
51.092,71.409,3,2,14
51.092,71.409,3,3,8
51.092,71.409,3,4,6
51.092,71.409,3,5,17
51.092,71.409,3,6,14
51.092,71.409,4,0,13
51.092,71.409,4,1,13
51.092,71.409,4,2,5
51.092,71.409,4,3,13
51.092,71.409,4,4,11
51.092,71.409,4,5,9
51.092,71.409,4,6,13
51.092,71.409,5,0,8
51.092,71.409,5,1,15
51.092,71.409,5,2,9
51.092,71.409,5,3,8
51.092,71.409,5,4,5
51.092,71.409,5,5,10
51.092,71.409,5,6,11
51.092,71.409,6,0,9
51.092,71.409,6,1,12
51.092,71.409,6,2,9
51.092,71.409,6,3,10
51.092,71.409,6,4,8
51.092,71.409,6,5,10
51.092,71.409,6,6,17
51.092,71.409,7,0,16
51.092,71.409,7,1,10
51.092,71.409,7,2,8
51.092,71.409,7,3,5
51.092,71.409,7,4,11
51.092,71.409,7,5,11
51.092,71.409,7,6,15
51.092,71.409,8,0,7
51.092,71.409,8,1,10
51.092,71.409,8,2,13
51.092,71.409,8,3,16
51.092,71.409,8,4,8
51.092,71.409,8,5,20
51.092,71.409,8,6,17
51.092,71.409,9,0,11
51.092,71.409,9,1,11
51.092,71.409,9,2,23
51.092,71.409,9,3,10
51.092,71.409,9,4,11
51.092,71.409,9,5,10
51.092,71.409,9,6,18
51.092,71.409,10,0,14
51.092,71.409,10,1,10
51.092,71.409,10,2,9
51.092,71.409,10,3,16
51.092,71.409,10,4,14
51.092,71.409,10,5,11
51.092,71.409,10,6,10
51.092,71.409,11,0,13
51.092,71.409,11,1,9
51.092,71.409,11,2,11
51.092,71.409,11,3,1
51.092,71.409,11,4,10
51.092,71.409,11,5,10
51.092,71.409,11,6,13
51.092,71.409,12,0,12
51.092,71.409,12,1,10
51.092,71.409,12,2,6
51.092,71.409,12,3,7
51.092,71.409,12,4,8
51.092,71.409,12,5,9
51.092,71.409,12,6,18
51.092,71.409,13,0,14
51.092,71.409,13,1,11
51.092,71.409,13,2,10
51.092,71.409,13,3,9
51.092,71.409,13,4,7
51.092,71.409,13,5,12
51.092,71.409,13,6,14
51.092,71.409,14,0,16
51.092,71.409,14,1,9
51.092,71.409,14,2,12
51.092,71.409,14,3,7
51.092,71.409,14,4,8
51.092,71.409,14,5,14
51.092,71.409,14,6,8
51.092,71.409,15,0,7
51.092,71.409,15,1,10
51.092,71.409,15,2,12
51.092,71.409,15,3,9
51.092,71.409,15,4,11
51.092,71.409,15,5,25
51.092,71.409,15,6,9
51.092,71.409,16,0,12
51.092,71.409,16,1,10
51.092,71.409,16,2,14
51.092,71.409,16,3,10
51.092,71.409,16,4,8
51.092,71.409,16,5,10
51.092,71.409,16,6,16
51.092,71.409,17,0,8
51.092,71.409,17,1,16
51.092,71.409,17,2,11
51.092,71.409,17,3,9
51.092,71.409,17,4,11
51.092,71.409,17,5,22
51.092,71.409,17,6,14
51.092,71.409,18,0,10
51.092,71.409,18,1,13
51.092,71.409,18,2,9
51.092,71.409,18,3,6
51.092,71.409,18,4,20
51.092,71.409,18,5,13
51.092,71.409,18,6,17
51.092,71.409,19,0,10
51.092,71.409,19,1,7
51.092,71.409,19,2,13
51.092,71.409,19,3,15
51.092,71.409,19,4,6
51.092,71.409,19,5,11
51.092,71.409,19,6,4
51.092,71.409,20,0,6
51.092,71.409,20,1,11
51.092,71.409,20,2,7
51.092,71.409,20,3,8
51.092,71.409,20,4,8
51.092,71.409,20,5,10
51.092,71.409,20,6,13
51.092,71.409,21,0,15
51.092,71.409,21,1,10
51.092,71.409,21,2,8
51.092,71.409,21,3,11
51.092,71.409,21,4,13
51.092,71.409,21,5,3
51.092,71.409,21,6,12
51.092,71.409,22,0,16
51.092,71.409,22,1,13
51.092,71.409,22,2,5
51.092,71.409,22,3,8
51.092,71.409,22,4,7
51.092,71.409,22,5,8
51.092,71.409,22,6,12
51.092,71.409,23,0,19
51.092,71.409,23,1,7
51.092,71.409,23,2,11
51.092,71.409,23,3,10
51.092,71.409,23,4,10
51.092,71.409,23,5,16
51.092,71.409,23,6,14
51.092,71.41,0,0,5
51.092,71.41,0,1,4
51.092,71.41,0,2,11
51.092,71.41,0,3,3
51.092,71.41,0,4,4
51.092,71.41,0,5,5
51.092,71.41,0,6,11
51.092,71.41,1,0,5
51.092,71.41,1,1,8
51.092,71.41,1,2,3
51.092,71.41,1,3,5
51.092,71.41,1,4,5
51.092,71.41,1,5,8
51.092,71.41,1,6,14
51.092,71.41,2,0,12
51.092,71.41,2,1,1
51.092,71.41,2,2,7
51.092,71.41,2,3,6
51.092,71.41,2,4,2
51.092,71.41,2,5,9
51.092,71.41,2,6,14
51.092,71.41,3,0,3
51.092,71.41,3,1,7
51.092,71.41,3,2,7
51.092,71.41,3,3,5
51.092,71.41,3,4,8
51.092,71.41,3,5,10
51.092,71.41,3,6,14
51.092,71.41,4,0,10
51.092,71.41,4,1,11
51.092,71.41,4,2,4
51.092,71.41,4,3,7
51.092,71.41,4,4,9
51.092,71.41,4,5,8
51.092,71.41,4,6,11
51.092,71.41,5,0,5
51.092,71.41,5,1,11
51.092,71.41,5,2,2
51.092,71.41,5,3,8
51.092,71.41,5,4,7
51.092,71.41,5,5,9
51.092,71.41,5,6,7
51.092,71.41,6,0,7
51.092,71.41,6,1,7
51.092,71.41,6,2,7
51.092,71.41,6,3,3
51.092,71.41,6,4,4
51.092,71.41,6,5,8
51.092,71.41,6,6,6
51.092,71.41,7,0,7
51.092,71.41,7,1,7
51.092,71.41,7,2,5
51.092,71.41,7,3,3
51.092,71.41,7,4,5
51.092,71.41,7,5,7
51.092,71.41,7,6,8
51.092,71.41,8,0,10
51.092,71.41,8,1,3
51.092,71.41,8,2,10
51.092,71.41,8,3,8
51.092,71.41,8,4,11
51.092,71.41,8,5,6
51.092,71.41,8,6,6
51.092,71.41,9,0,9
51.092,71.41,9,1,7
51.092,71.41,9,2,8
51.092,71.41,9,3,2
51.092,71.41,9,4,3
51.092,71.41,9,5,9
51.092,71.41,9,6,6
51.092,71.41,10,0,9
51.092,71.41,10,1,7
51.092,71.41,10,2,1
51.092,71.41,10,3,5
51.092,71.41,10,4,3
51.092,71.41,10,5,10
51.092,71.41,10,6,7
51.092,71.41,11,0,15
51.092,71.41,11,1,5
51.092,71.41,11,2,7
51.092,71.41,11,3,3
51.092,71.41,11,4,2
51.092,71.41,11,5,7
51.092,71.41,11,6,8
51.092,71.41,12,0,16
51.092,71.41,12,1,7
51.092,71.41,12,2,3
51.092,71.41,12,3,2
51.092,71.41,12,4,6
51.092,71.41,12,5,15
51.092,71.41,12,6,8
51.092,71.41,13,0,13
51.092,71.41,13,1,4
51.092,71.41,13,2,2
51.092,71.41,13,3,3
51.092,71.41,13,4,10
51.092,71.41,13,5,3
51.092,71.41,13,6,7
51.092,71.41,14,0,3
51.092,71.41,14,1,6
51.092,71.41,14,2,8
51.092,71.41,14,3,6
51.092,71.41,14,4,2
51.092,71.41,14,5,7
51.092,71.41,14,6,8
51.092,71.41,15,0,5
51.092,71.41,15,1,6
51.092,71.41,15,2,13
51.092,71.41,15,3,7
51.092,71.41,15,4,6
51.092,71.41,15,5,5
51.092,71.41,15,6,11
51.092,71.41,16,0,10
51.092,71.41,16,1,7
51.092,71.41,16,2,5
51.092,71.41,16,3,8
51.092,71.41,16,4,8
51.092,71.41,16,5,9
51.092,71.41,16,6,12
51.092,71.41,17,0,11
51.092,71.41,17,1,6
51.092,71.41,17,2,6
51.092,71.41,17,3,9
51.092,71.41,17,4,5
51.092,71.41,17,5,2
51.092,71.41,17,6,7
51.092,71.41,18,0,7
51.092,71.41,18,1,2
51.092,71.41,18,2,5
51.092,71.41,18,3,7
51.092,71.41,18,4,5
51.092,71.41,18,5,7
51.092,71.41,18,6,8
51.092,71.41,19,0,7
51.092,71.41,19,1,1
51.092,71.41,19,2,3
51.092,71.41,19,3,6
51.092,71.41,19,4,5
51.092,71.41,19,5,3
51.092,71.41,19,6,13
51.092,71.41,20,0,3
51.092,71.41,20,1,4
51.092,71.41,20,2,4
51.092,71.41,20,3,6
51.092,71.41,20,4,5
51.092,71.41,20,5,8
51.092,71.41,20,6,8
51.092,71.41,21,0,9
51.092,71.41,21,1,2
51.092,71.41,21,2,5
51.092,71.41,21,3,6
51.092,71.41,21,4,5
51.092,71.41,21,5,3
51.092,71.41,21,6,9
51.092,71.41,22,0,9
51.092,71.41,22,1,5
51.092,71.41,22,2,6
51.092,71.41,22,3,1
51.092,71.41,22,4,5
51.092,71.41,22,5,7
51.092,71.41,22,6,13
51.092,71.41,23,0,13
51.092,71.41,23,1,2
51.092,71.41,23,2,11
51.092,71.41,23,3,8
51.092,71.41,23,4,11
51.092,71.41,23,5,10
51.092,71.41,23,6,5
51.092,71.411,1,1,1
51.092,71.411,1,3,2
51.092,71.411,2,6,1
51.092,71.411,3,5,2
51.092,71.411,4,2,1
51.092,71.411,5,0,2
51.092,71.411,5,1,3
51.092,71.411,6,1,1
51.092,71.411,9,2,1
51.092,71.411,11,0,2
51.092,71.411,11,4,1
51.092,71.411,12,1,1
51.092,71.411,12,4,1
51.092,71.411,12,5,1
51.092,71.411,13,0,1
51.092,71.411,13,4,1
51.092,71.411,13,6,1
51.092,71.411,14,0,1
51.092,71.411,14,5,1
51.092,71.411,15,4,2
51.092,71.411,15,6,1
51.092,71.411,16,2,1
51.092,71.411,16,4,2
51.092,71.411,16,6,1
51.092,71.411,17,2,1
51.092,71.411,17,5,1
51.092,71.411,17,6,1
51.092,71.411,20,0,1
51.092,71.411,20,1,1
51.092,71.411,20,4,1
51.092,71.411,20,5,1
51.092,71.411,21,0,2
51.092,71.411,22,4,1
51.092,71.411,23,5,1
51.092,71.412,0,6,1
51.092,71.412,3,1,1
51.092,71.412,3,4,1
51.092,71.412,5,4,1
51.092,71.412,6,2,1
51.092,71.412,9,1,1
51.092,71.412,9,4,1
51.092,71.412,11,1,1
51.092,71.412,12,4,3
51.092,71.412,13,0,1
51.092,71.412,14,0,1
51.092,71.412,14,3,1
51.092,71.412,15,3,1
51.092,71.412,18,0,1
51.092,71.412,20,4,1
51.092,71.412,20,5,1
51.092,71.413,0,0,5
51.092,71.413,0,1,6
51.092,71.413,0,2,21
51.092,71.413,0,3,13
51.092,71.413,0,4,12
51.092,71.413,0,5,11
51.092,71.413,0,6,12
51.092,71.413,1,0,9
51.092,71.413,1,1,14
51.092,71.413,1,2,9
51.092,71.413,1,3,12
51.092,71.413,1,4,9
51.092,71.413,1,5,15
51.092,71.413,1,6,16
51.092,71.413,2,0,11
51.092,71.413,2,1,13
51.092,71.413,2,2,15
51.092,71.413,2,3,11
51.092,71.413,2,4,7
51.092,71.413,2,5,4
51.092,71.413,2,6,10
51.092,71.413,3,0,11
51.092,71.413,3,1,14
51.092,71.413,3,2,14
51.092,71.413,3,3,9
51.092,71.413,3,4,11
51.092,71.413,3,5,15
51.092,71.413,3,6,6
51.092,71.413,4,0,21
51.092,71.413,4,1,16
51.092,71.413,4,2,15
51.092,71.413,4,3,22
51.092,71.413,4,4,13
51.092,71.413,4,5,19
51.092,71.413,4,6,10
51.092,71.413,5,0,5
51.092,71.413,5,1,11
51.092,71.413,5,2,10
51.092,71.413,5,3,16
51.092,71.413,5,4,5
51.092,71.413,5,5,17
51.092,71.413,5,6,12
51.092,71.413,6,0,8
51.092,71.413,6,1,13
51.092,71.413,6,2,18
51.092,71.413,6,3,23
51.092,71.413,6,4,11
51.092,71.413,6,5,16
51.092,71.413,6,6,10
51.092,71.413,7,0,11
51.092,71.413,7,1,17
51.092,71.413,7,2,23
51.092,71.413,7,3,18
51.092,71.413,7,4,17
51.092,71.413,7,5,11
51.092,71.413,7,6,6
51.092,71.413,8,0,4
51.092,71.413,8,1,16
51.092,71.413,8,2,15
51.092,71.413,8,3,9
51.092,71.413,8,4,15
51.092,71.413,8,5,11
51.092,71.413,8,6,14
51.092,71.413,9,0,8
51.092,71.413,9,1,9
51.092,71.413,9,2,22
51.092,71.413,9,3,8
51.092,71.413,9,4,11
51.092,71.413,9,5,16
51.092,71.413,9,6,14
51.092,71.413,10,0,13
51.092,71.413,10,1,8
51.092,71.413,10,2,17
51.092,71.413,10,3,7
51.092,71.413,10,4,11
51.092,71.413,10,5,8
51.092,71.413,10,6,4
51.092,71.413,11,0,17
51.092,71.413,11,1,16
51.092,71.413,11,2,16
51.092,71.413,11,3,12
51.092,71.413,11,4,17
51.092,71.413,11,5,13
51.092,71.413,11,6,17
51.092,71.413,12,0,17
51.092,71.413,12,1,13
51.092,71.413,12,2,5
51.092,71.413,12,3,8
51.092,71.413,12,4,17
51.092,71.413,12,5,15
51.092,71.413,12,6,18
51.092,71.413,13,0,17
51.092,71.413,13,1,5
51.092,71.413,13,2,11
51.092,71.413,13,3,6
51.092,71.413,13,4,16
51.092,71.413,13,5,11
51.092,71.413,13,6,19
51.092,71.413,14,0,9
51.092,71.413,14,1,10
51.092,71.413,14,2,10
51.092,71.413,14,3,13
51.092,71.413,14,4,9
51.092,71.413,14,5,18
51.092,71.413,14,6,7
51.092,71.413,15,0,12
51.092,71.413,15,1,16
51.092,71.413,15,2,7
51.092,71.413,15,3,16
51.092,71.413,15,4,12
51.092,71.413,15,5,11
51.092,71.413,15,6,19
51.092,71.413,16,0,8
51.092,71.413,16,1,12
51.092,71.413,16,2,10
51.092,71.413,16,3,12
51.092,71.413,16,4,11
51.092,71.413,16,5,9
51.092,71.413,16,6,11
51.092,71.413,17,0,16
51.092,71.413,17,1,7
51.092,71.413,17,2,16
51.092,71.413,17,3,16
51.092,71.413,17,4,11
51.092,71.413,17,5,20
51.092,71.413,17,6,17
51.092,71.413,18,0,9
51.092,71.413,18,1,10
51.092,71.413,18,2,4
51.092,71.413,18,3,10
51.092,71.413,18,4,11
51.092,71.413,18,5,16
51.092,71.413,18,6,12
51.092,71.413,19,0,9
51.092,71.413,19,1,8
51.092,71.413,19,2,7
51.092,71.413,19,3,9
51.092,71.413,19,4,13
51.092,71.413,19,5,10
51.092,71.413,19,6,5
51.092,71.413,20,0,14
51.092,71.413,20,1,17
51.092,71.413,20,2,11
51.092,71.413,20,3,12
51.092,71.413,20,4,9
51.092,71.413,20,5,14
51.092,71.413,20,6,17
51.092,71.413,21,0,11
51.092,71.413,21,1,10
51.092,71.413,21,2,9
51.092,71.413,21,3,17
51.092,71.413,21,4,8
51.092,71.413,21,5,10
51.092,71.413,21,6,8
51.092,71.413,22,0,17
51.092,71.413,22,1,13
51.092,71.413,22,2,13
51.092,71.413,22,3,9
51.092,71.413,22,4,15
51.092,71.413,22,5,18
51.092,71.413,22,6,11
51.092,71.413,23,0,15
51.092,71.413,23,1,16
51.092,71.413,23,2,8
51.092,71.413,23,3,6
51.092,71.413,23,4,14
51.092,71.413,23,5,14
51.092,71.413,23,6,10
51.092,71.414,0,0,10
51.092,71.414,0,1,7
51.092,71.414,0,2,4
51.092,71.414,0,3,5
51.092,71.414,0,4,9
51.092,71.414,0,5,8
51.092,71.414,0,6,5
51.092,71.414,1,0,7
51.092,71.414,1,1,6
51.092,71.414,1,2,7
51.092,71.414,1,3,10
51.092,71.414,1,4,12
51.092,71.414,1,5,7
51.092,71.414,1,6,5
51.092,71.414,2,0,4
51.092,71.414,2,1,5
51.092,71.414,2,2,7
51.092,71.414,2,3,7
51.092,71.414,2,4,5
51.092,71.414,2,5,3
51.092,71.414,2,6,9
51.092,71.414,3,0,5
51.092,71.414,3,1,10
51.092,71.414,3,2,12
51.092,71.414,3,3,8
51.092,71.414,3,4,3
51.092,71.414,3,5,8
51.092,71.414,3,6,10
51.092,71.414,4,0,7
51.092,71.414,4,1,5
51.092,71.414,4,2,13
51.092,71.414,4,3,8
51.092,71.414,4,4,3
51.092,71.414,4,5,7
51.092,71.414,4,6,11
51.092,71.414,5,0,3
51.092,71.414,5,1,7
51.092,71.414,5,2,4
51.092,71.414,5,3,8
51.092,71.414,5,4,5
51.092,71.414,5,5,9
51.092,71.414,5,6,3
51.092,71.414,6,0,9
51.092,71.414,6,1,14
51.092,71.414,6,2,3
51.092,71.414,6,3,7
51.092,71.414,6,4,3
51.092,71.414,6,5,4
51.092,71.414,6,6,8
51.092,71.414,7,0,6
51.092,71.414,7,1,7
51.092,71.414,7,2,15
51.092,71.414,7,3,5
51.092,71.414,7,4,5
51.092,71.414,7,5,8
51.092,71.414,7,6,3
51.092,71.414,8,0,5
51.092,71.414,8,1,5
51.092,71.414,8,2,6
51.092,71.414,8,3,7
51.092,71.414,8,4,11
51.092,71.414,8,5,4
51.092,71.414,8,6,3
51.092,71.414,9,0,2
51.092,71.414,9,1,4
51.092,71.414,9,2,7
51.092,71.414,9,3,5
51.092,71.414,9,4,4
51.092,71.414,9,5,11
51.092,71.414,9,6,8
51.092,71.414,10,0,10
51.092,71.414,10,1,4
51.092,71.414,10,2,5
51.092,71.414,10,3,7
51.092,71.414,10,4,4
51.092,71.414,10,5,4
51.092,71.414,10,6,4
51.092,71.414,11,0,8
51.092,71.414,11,1,6
51.092,71.414,11,2,6
51.092,71.414,11,3,7
51.092,71.414,11,4,3
51.092,71.414,11,5,6
51.092,71.414,11,6,7
51.092,71.414,12,0,4
51.092,71.414,12,1,10
51.092,71.414,12,2,8
51.092,71.414,12,3,5
51.092,71.414,12,4,10
51.092,71.414,12,5,8
51.092,71.414,12,6,10
51.092,71.414,13,0,5
51.092,71.414,13,1,7
51.092,71.414,13,2,8
51.092,71.414,13,3,8
51.092,71.414,13,4,10
51.092,71.414,13,5,9
51.092,71.414,13,6,7
51.092,71.414,14,0,6
51.092,71.414,14,1,2
51.092,71.414,14,2,10
51.092,71.414,14,3,11
51.092,71.414,14,4,5
51.092,71.414,14,5,1
51.092,71.414,14,6,8
51.092,71.414,15,0,9
51.092,71.414,15,1,7
51.092,71.414,15,2,9
51.092,71.414,15,3,7
51.092,71.414,15,4,1
51.092,71.414,15,5,5
51.092,71.414,15,6,8
51.092,71.414,16,0,5
51.092,71.414,16,1,14
51.092,71.414,16,2,9
51.092,71.414,16,3,3
51.092,71.414,16,4,5
51.092,71.414,16,5,8
51.092,71.414,16,6,6
51.092,71.414,17,0,7
51.092,71.414,17,1,7
51.092,71.414,17,2,6
51.092,71.414,17,3,8
51.092,71.414,17,4,8
51.092,71.414,17,5,2
51.092,71.414,17,6,3
51.092,71.414,18,0,8
51.092,71.414,18,1,7
51.092,71.414,18,2,5
51.092,71.414,18,3,10
51.092,71.414,18,4,12
51.092,71.414,18,5,11
51.092,71.414,18,6,8
51.092,71.414,19,0,5
51.092,71.414,19,1,7
51.092,71.414,19,2,5
51.092,71.414,19,3,2
51.092,71.414,19,4,7
51.092,71.414,19,5,8
51.092,71.414,19,6,6
51.092,71.414,20,0,7
51.092,71.414,20,1,8
51.092,71.414,20,2,6
51.092,71.414,20,3,4
51.092,71.414,20,4,6
51.092,71.414,20,5,9
51.092,71.414,20,6,6
51.092,71.414,21,0,7
51.092,71.414,21,1,6
51.092,71.414,21,2,4
51.092,71.414,21,3,9
51.092,71.414,21,4,4
51.092,71.414,21,5,4
51.092,71.414,21,6,9
51.092,71.414,22,0,4
51.092,71.414,22,1,7
51.092,71.414,22,2,7
51.092,71.414,22,3,4
51.092,71.414,22,4,7
51.092,71.414,22,5,11
51.092,71.414,22,6,4
51.092,71.414,23,0,5
51.092,71.414,23,1,10
51.092,71.414,23,2,3
51.092,71.414,23,3,6
51.092,71.414,23,4,8
51.092,71.414,23,5,6
51.092,71.414,23,6,9
51.092,71.415,1,3,2
51.092,71.415,1,6,1
51.092,71.415,2,3,3
51.092,71.415,3,2,2
51.092,71.415,4,4,1
51.092,71.415,5,3,1
51.092,71.415,8,1,1
51.092,71.415,9,5,2
51.092,71.415,10,0,2
51.092,71.415,12,2,2
51.092,71.415,15,5,1
51.092,71.415,16,6,3
51.092,71.415,17,2,1
51.092,71.415,17,5,1
51.092,71.415,18,4,1
51.092,71.415,19,0,1
51.092,71.415,20,6,1
51.092,71.415,22,3,2
51.092,71.415,22,4,2
51.092,71.415,23,4,3
51.092,71.416,0,3,1
51.092,71.416,0,6,1
51.092,71.416,2,2,2
51.092,71.416,5,0,1
51.092,71.416,7,1,1
51.092,71.416,8,5,4
51.092,71.416,10,6,2
51.092,71.416,11,3,1
51.092,71.416,13,6,1
51.092,71.416,14,2,2
51.092,71.416,15,2,1
51.092,71.416,15,3,1
51.092,71.416,17,2,1
51.092,71.416,17,4,2
51.092,71.416,18,6,1
51.092,71.416,21,0,1
51.092,71.417,1,2,2
51.092,71.417,1,3,1
51.092,71.417,1,6,1
51.092,71.417,2,2,1
51.092,71.417,2,5,1
51.092,71.417,2,6,1
51.092,71.417,3,2,1
51.092,71.417,3,6,1
51.092,71.417,4,1,1
51.092,71.417,4,3,3
51.092,71.417,7,1,2
51.092,71.417,8,2,2
51.092,71.417,9,6,1
51.092,71.417,10,0,1
51.092,71.417,12,2,1
51.092,71.417,12,3,2
51.092,71.417,12,6,2
51.092,71.417,13,5,1
51.092,71.417,14,2,1
51.092,71.417,14,5,1
51.092,71.417,15,0,1
51.092,71.417,15,4,1
51.092,71.417,17,0,1
51.092,71.417,17,4,1
51.092,71.417,17,5,1
51.092,71.417,18,6,1
51.092,71.417,19,4,1
51.092,71.417,19,6,2
51.092,71.417,20,2,2
51.092,71.417,20,6,1
51.092,71.417,21,4,1
51.092,71.417,21,5,1
51.092,71.417,22,5,1
51.092,71.418,1,3,1
51.092,71.418,3,1,1
51.092,71.418,3,2,1
51.092,71.418,4,5,1
51.092,71.418,9,3,1
51.092,71.418,11,5,1
51.092,71.418,14,5,1
51.092,71.418,17,4,1
51.092,71.418,18,3,2
51.092,71.418,21,4,3
51.092,71.419,0,0,1
51.092,71.419,0,1,1
51.092,71.419,0,6,1
51.092,71.419,1,3,1
51.092,71.419,2,0,1
51.092,71.419,2,3,2
51.092,71.419,2,4,1
51.092,71.419,4,5,1
51.092,71.419,5,2,1
51.092,71.419,6,5,1
51.092,71.419,6,6,1
51.092,71.419,8,1,1
51.092,71.419,9,2,1
51.092,71.419,10,3,1
51.092,71.419,13,0,1
51.092,71.419,13,4,1
51.092,71.419,14,0,1
51.092,71.419,14,1,1
51.092,71.419,14,6,1
51.092,71.419,15,1,1
51.092,71.419,15,5,1
51.092,71.419,15,6,2
51.092,71.419,16,1,1
51.092,71.419,16,3,1
51.092,71.419,16,6,1
51.092,71.419,18,2,1
51.092,71.419,18,3,1
51.092,71.419,18,4,1
51.092,71.419,19,4,2
51.092,71.419,20,5,1
51.092,71.419,21,0,1
51.092,71.419,21,5,1
51.092,71.419,22,5,2
51.092,71.419,23,2,1
51.092,71.419,23,5,2
51.092,71.42,0,0,8
51.092,71.42,0,1,4
51.092,71.42,0,2,4
51.092,71.42,0,3,10
51.092,71.42,0,4,4
51.092,71.42,0,5,8
51.092,71.42,0,6,6
51.092,71.42,1,0,7
51.092,71.42,1,1,8
51.092,71.42,1,2,10
51.092,71.42,1,3,13
51.092,71.42,1,4,16
51.092,71.42,1,5,3
51.092,71.42,1,6,8
51.092,71.42,2,0,8
51.092,71.42,2,1,4
51.092,71.42,2,2,8
51.092,71.42,2,3,6
51.092,71.42,2,4,5
51.092,71.42,2,5,6
51.092,71.42,2,6,14
51.092,71.42,3,0,6
51.092,71.42,3,1,10
51.092,71.42,3,2,12
51.092,71.42,3,3,9
51.092,71.42,3,4,9
51.092,71.42,3,5,6
51.092,71.42,3,6,9
51.092,71.42,4,0,10
51.092,71.42,4,1,15
51.092,71.42,4,2,7
51.092,71.42,4,3,9
51.092,71.42,4,4,11
51.092,71.42,4,5,12
51.092,71.42,4,6,10
51.092,71.42,5,0,9
51.092,71.42,5,1,5
51.092,71.42,5,2,16
51.092,71.42,5,3,3
51.092,71.42,5,4,8
51.092,71.42,5,5,4
51.092,71.42,5,6,6
51.092,71.42,6,0,10
51.092,71.42,6,1,4
51.092,71.42,6,2,10
51.092,71.42,6,3,19
51.092,71.42,6,4,4
51.092,71.42,6,5,9
51.092,71.42,6,6,8
51.092,71.42,7,0,14
51.092,71.42,7,1,12
51.092,71.42,7,2,6
51.092,71.42,7,3,4
51.092,71.42,7,4,4
51.092,71.42,7,5,11
51.092,71.42,7,6,12
51.092,71.42,8,0,10
51.092,71.42,8,1,10
51.092,71.42,8,2,6
51.092,71.42,8,3,16
51.092,71.42,8,4,10
51.092,71.42,8,5,10
51.092,71.42,8,6,7
51.092,71.42,9,0,6
51.092,71.42,9,1,4
51.092,71.42,9,2,9
51.092,71.42,9,3,5
51.092,71.42,9,4,5
51.092,71.42,9,5,11
51.092,71.42,9,6,7
51.092,71.42,10,0,13
51.092,71.42,10,1,5
51.092,71.42,10,2,5
51.092,71.42,10,3,6
51.092,71.42,10,4,12
51.092,71.42,10,5,8
51.092,71.42,10,6,11
51.092,71.42,11,0,3
51.092,71.42,11,1,5
51.092,71.42,11,2,12
51.092,71.42,11,3,9
51.092,71.42,11,4,5
51.092,71.42,11,5,7
51.092,71.42,11,6,7
51.092,71.42,12,0,9
51.092,71.42,12,1,10
51.092,71.42,12,2,9
51.092,71.42,12,3,10
51.092,71.42,12,4,7
51.092,71.42,12,5,9
51.092,71.42,12,6,7
51.092,71.42,13,0,4
51.092,71.42,13,1,7
51.092,71.42,13,2,17
51.092,71.42,13,3,2
51.092,71.42,13,4,4
51.092,71.42,13,5,6
51.092,71.42,13,6,7
51.092,71.42,14,0,13
51.092,71.42,14,1,9
51.092,71.42,14,2,5
51.092,71.42,14,3,5
51.092,71.42,14,4,8
51.092,71.42,14,5,3
51.092,71.42,14,6,8
51.092,71.42,15,0,6
51.092,71.42,15,1,6
51.092,71.42,15,2,4
51.092,71.42,15,3,11
51.092,71.42,15,4,9
51.092,71.42,15,5,12
51.092,71.42,15,6,6
51.092,71.42,16,0,9
51.092,71.42,16,1,9
51.092,71.42,16,2,5
51.092,71.42,16,3,4
51.092,71.42,16,4,3
51.092,71.42,16,5,9
51.092,71.42,16,6,3
51.092,71.42,17,0,10
51.092,71.42,17,1,7
51.092,71.42,17,2,5
51.092,71.42,17,3,6
51.092,71.42,17,4,11
51.092,71.42,17,5,2
51.092,71.42,17,6,4
51.092,71.42,18,0,5
51.092,71.42,18,1,5
51.092,71.42,18,2,7
51.092,71.42,18,3,7
51.092,71.42,18,4,9
51.092,71.42,18,5,6
51.092,71.42,18,6,12
51.092,71.42,19,0,5
51.092,71.42,19,1,11
51.092,71.42,19,2,5
51.092,71.42,19,3,2
51.092,71.42,19,4,9
51.092,71.42,19,5,11
51.092,71.42,19,6,4
51.092,71.42,20,0,8
51.092,71.42,20,1,7
51.092,71.42,20,2,6
51.092,71.42,20,3,8
51.092,71.42,20,4,10
51.092,71.42,20,5,5
51.092,71.42,20,6,10
51.092,71.42,21,0,9
51.092,71.42,21,1,8
51.092,71.42,21,2,9
51.092,71.42,21,3,12
51.092,71.42,21,4,15
51.092,71.42,21,5,6
51.092,71.42,21,6,10
51.092,71.42,22,0,7
51.092,71.42,22,1,11
51.092,71.42,22,2,5
51.092,71.42,22,3,9
51.092,71.42,22,4,15
51.092,71.42,22,5,7
51.092,71.42,22,6,6
51.092,71.42,23,0,5
51.092,71.42,23,1,8
51.092,71.42,23,2,6
51.092,71.42,23,3,10
51.092,71.42,23,4,9
51.092,71.42,23,5,6
51.092,71.42,23,6,4
51.092,71.421,0,0,1
51.092,71.421,0,1,3
51.092,71.421,0,2,3
51.092,71.421,0,6,1
51.092,71.421,1,0,1
51.092,71.421,1,2,2
51.092,71.421,1,5,1
